time,temperature,gas,humidity,pressure,altitude,Concentration Units (Standard) PM 1.0,Concentration Units (Standard) PM 2.5,Concentration Units (Standard) PM 10.0
1677279966,10.42863281,90611,50.42377536,996.4603973,140.7321364,0,0,0
1677279968,10.40636719,91203,50.56202281,996.4733117,140.6231506,0,0,0
1677279969,10.38878906,91104,50.30927748,996.5091878,140.3203969,0,0,0
1677279970,10.376875,90906,50.42411999,996.526068,140.1779504,0,0,0
1677279971,10.36554688,91402,50.58194734,996.5389006,140.0696607,0,0,0
1677279972,10.36125,91803,50.53250136,996.5484514,139.9890663,0,0,0
1677279974,10.35246094,91904,50.49480535,996.5571636,139.9155488,0,0,0
1677279975,10.34074219,92207,50.33449277,996.5458634,140.0109047,0,0,0
1677279976,10.32257813,92207,50.29579994,996.5505641,139.9712382,0,0,0
1677279977,10.30480469,93027,50.45890303,996.5525659,139.9543458,0,0,0
1677279978,10.2815625,92718,50.32790996,996.5470565,140.0008373,0,0,0
1677279979,10.24191406,93338,50.3907454,996.5391328,140.0677018,0,0,0
1677279981,10.19640625,93442,50.31844718,996.5414764,140.0479246,0,0,0
1677279982,10.14601563,92615,50.245647,996.545665,140.0125789,0,0,0
1677279983,10.08234375,92513,50.07986087,996.6096555,139.4726094,0,0,0
1677279984,10.02589844,92005,49.99432274,996.63213,139.2829694,0,0,0
1677279985,9.977070313,92005,50.15977762,996.6740908,138.9289139,0,0,0
1677279987,9.933320313,93234,50.16715329,996.6994344,138.715077,0,0,0
1677279988,9.89875,93966,50.01690186,996.6882514,138.8094327,0,0,0
1677279989,9.8753125,94283,50.24011632,996.6957758,138.7459461,0,0,0
